Il numero totale di giorni è 1092 e il numero di specialità è 1109, giorni spuri 0

Giorno 0, ospedale 1000300, specialità 9, ricoveri 0/11, letti occupati 0/34, coda attesa 0
Giorno 5, ospedale 1000601, specialità 34, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000601, specialità 36, ricoveri 1/4, letti occupati 7/18, coda attesa 0
Giorno 5, ospedale 1000601, specialità 62, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 5, ospedale 1000601, specialità 43, ricoveri 0/2, letti occupati 6/17, coda attesa 0
Giorno 5, ospedale 1000601, specialità 40, ricoveri 3/3, letti occupati 8/59, coda attesa 0
Giorno 5, ospedale 1000601, specialità 73, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000601, specialità 29, ricoveri 0/2, letti occupati 3/17, coda attesa 0
Giorno 5, ospedale 1000601, specialità 37, ricoveri 1/12, letti occupati 17/27, coda attesa 0
Giorno 5, ospedale 1000601, specialità 64, ricoveri 0/0, letti occupati 24/94, coda attesa 0
Giorno 5, ospedale 1000602, specialità 37, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000602, specialità 9, ricoveri 0/1, letti occupati 0/18, coda attesa 0
Giorno 5, ospedale 1000602, specialità 34, ricoveri 0/1, letti occupati 0/9, coda attesa 0
Giorno 5, ospedale 1000602, specialità 67, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000602, specialità 26, ricoveri 2/5, letti occupati 15/24, coda attesa 0
Giorno 5, ospedale 1000602, specialità 56, ricoveri 0/0, letti occupati 3/22, coda attesa 1
Giorno 5, ospedale 1000602, specialità 36, ricoveri 2/2, letti occupati 3/16, coda attesa 0
Giorno 5, ospedale 1000602, specialità 49, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000602, specialità 43, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000700, specialità 37, ricoveri 2/6, letti occupati 11/27, coda attesa 0
Giorno 5, ospedale 1000700, specialità 43, ricoveri 0/3, letti occupati 4/14, coda attesa 0
Giorno 5, ospedale 1000700, specialità 50, ricoveri 1/2, letti occupati 1/9, coda attesa 0
Giorno 5, ospedale 1000700, specialità 29, ricoveri 0/2, letti occupati 2/9, coda attesa 0
Giorno 5, ospedale 1000700, specialità 38, ricoveri 0/1, letti occupati 1/11, coda attesa 0
Giorno 5, ospedale 1000700, specialità 8, ricoveri 0/3, letti occupati 9/13, coda attesa 0
Giorno 5, ospedale 1000700, specialità 36, ricoveri 1/2, letti occupati 1/18, coda attesa 0
Giorno 5, ospedale 1000700, specialità 21, ricoveri 1/3, letti occupati 9/13, coda attesa 0
Giorno 5, ospedale 1000700, specialità 32, ricoveri 0/3, letti occupati 4/9, coda attesa 0
Giorno 5, ospedale 1000700, specialità 49, ricoveri 1/2, letti occupati 3/14, coda attesa 0
Giorno 5, ospedale 1000700, specialità 64, ricoveri 0/2, letti occupati 2/8, coda attesa 0
Giorno 5, ospedale 1000700, specialità 26, ricoveri 2/8, letti occupati 18/47, coda attesa 0
Giorno 5, ospedale 1000700, specialità 67, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000700, specialità 2, ricoveri 0/2, letti occupati 6/56, coda attesa 0
Giorno 5, ospedale 1000700, specialità 40, ricoveri 0/1, letti occupati 6/12, coda attesa 0
Giorno 5, ospedale 1000700, specialità 39, ricoveri 0/4, letti occupati 5/18, coda attesa 0
Giorno 5, ospedale 1000700, specialità 9, ricoveri 2/3, letti occupati 8/21, coda attesa 0
Giorno 5, ospedale 1000700, specialità 31, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000801, specialità 29, ricoveri 0/2, letti occupati 2/10, coda attesa 0
Giorno 5, ospedale 1000801, specialità 8, ricoveri 4/4, letti occupati 5/12, coda attesa 0
Giorno 5, ospedale 1000801, specialità 39, ricoveri 2/5, letti occupati 9/18, coda attesa 0
Giorno 5, ospedale 1000801, specialità 67, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000801, specialità 10, ricoveri 2/2, letti occupati 5/10, coda attesa 0
Giorno 5, ospedale 1000801, specialità 60, ricoveri 0/2, letti occupati 10/48, coda attesa 0
Giorno 5, ospedale 1000801, specialità 99, ricoveri 0/2, letti occupati 0/48, coda attesa 0
Giorno 5, ospedale 1000801, specialità 26, ricoveri 1/10, letti occupati 33/97, coda attesa 0
Giorno 5, ospedale 1000801, specialità 50, ricoveri 2/4, letti occupati 7/19, coda attesa 0
Giorno 5, ospedale 1000801, specialità 32, ricoveri 3/5, letti occupati 13/31, coda attesa 0
Giorno 5, ospedale 1000801, specialità 14, ricoveri 0/1, letti occupati 1/15, coda attesa 0
Giorno 5, ospedale 1000801, specialità 52, ricoveri 0/0, letti occupati 0/4, coda attesa 0
Giorno 5, ospedale 1000801, specialità 21, ricoveri 0/3, letti occupati 2/17, coda attesa 0
Giorno 5, ospedale 1000801, specialità 49, ricoveri 1/2, letti occupati 2/11, coda attesa 0
Giorno 5, ospedale 1000801, specialità 56, ricoveri 0/1, letti occupati 1/19, coda attesa 0
Giorno 5, ospedale 1000801, specialità 62, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 5, ospedale 1000801, specialità 9, ricoveri 2/4, letti occupati 9/35, coda attesa 0
Giorno 5, ospedale 1000801, specialità 43, ricoveri 0/4, letti occupati 6/28, coda attesa 0
Giorno 5, ospedale 1000801, specialità 97, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000801, specialità 38, ricoveri 2/3, letti occupati 8/20, coda attesa 0
Giorno 5, ospedale 1000801, specialità 2, ricoveri 0/0, letti occupati 13/87, coda attesa 0
Giorno 5, ospedale 1000801, specialità 36, ricoveri 2/8, letti occupati 9/36, coda attesa 0
Giorno 5, ospedale 1000801, specialità 24, ricoveri 0/4, letti occupati 8/25, coda attesa 0
Giorno 5, ospedale 1000801, specialità 34, ricoveri 0/1, letti occupati 1/11, coda attesa 0
Giorno 5, ospedale 1000801, specialità 40, ricoveri 3/3, letti occupati 33/251, coda attesa 1
Giorno 5, ospedale 1000801, specialità 37, ricoveri 5/13, letti occupati 23/59, coda attesa 0
Giorno 5, ospedale 1000801, specialità 64, ricoveri 0/0, letti occupati 54/259, coda attesa 0
Giorno 5, ospedale 1000901, specialità 62, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 5, ospedale 1000901, specialità 9, ricoveri 0/4, letti occupati 3/21, coda attesa 0
Giorno 5, ospedale 1000901, specialità 99, ricoveri 0/0, letti occupati 0/28, coda attesa 0
Giorno 5, ospedale 1000901, specialità 39, ricoveri 0/4, letti occupati 2/12, coda attesa 0
Giorno 5, ospedale 1000901, specialità 56, ricoveri 0/1, letti occupati 1/10, coda attesa 0
Giorno 5, ospedale 1000901, specialità 38, ricoveri 1/1, letti occupati 1/9, coda attesa 0
Giorno 5, ospedale 1000901, specialità 2, ricoveri 0/0, letti occupati 3/12, coda attesa 0
Giorno 5, ospedale 1000901, specialità 68, ricoveri 0/4, letti occupati 9/24, coda attesa 0
Giorno 5, ospedale 1000901, specialità 67, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000901, specialità 64, ricoveri 0/2, letti occupati 33/160, coda attesa 0
Giorno 5, ospedale 1000901, specialità 26, ricoveri 4/5, letti occupati 17/27, coda attesa 0
Giorno 5, ospedale 1000901, specialità 34, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1000901, specialità 52, ricoveri 0/0, letti occupati 0/3, coda attesa 0
Giorno 5, ospedale 1000901, specialità 71, ricoveri 1/1, letti occupati 2/8, coda attesa 0
Giorno 5, ospedale 1000901, specialità 32, ricoveri 1/3, letti occupati 3/20, coda attesa 0
Giorno 5, ospedale 1000901, specialità 37, ricoveri 2/5, letti occupati 4/22, coda attesa 0
Giorno 5, ospedale 1000901, specialità 8, ricoveri 0/2, letti occupati 4/13, coda attesa 0
Giorno 5, ospedale 1000901, specialità 24, ricoveri 0/3, letti occupati 5/11, coda attesa 0
Giorno 5, ospedale 1000901, specialità 31, ricoveri 3/7, letti occupati 3/11, coda attesa 0
Giorno 5, ospedale 1000901, specialità 60, ricoveri 0/1, letti occupati 8/24, coda attesa 0
Giorno 5, ospedale 1000901, specialità 40, ricoveri 1/2, letti occupati 6/13, coda attesa 0
Giorno 5, ospedale 1000901, specialità 36, ricoveri 0/4, letti occupati 6/19, coda attesa 0
Giorno 5, ospedale 1000901, specialità 49, ricoveri 1/2, letti occupati 1/9, coda attesa 0
Giorno 5, ospedale 1000901, specialità 50, ricoveri 2/2, letti occupati 5/13, coda attesa 0
Giorno 5, ospedale 1000901, specialità 29, ricoveri 1/2, letti occupati 4/10, coda attesa 0
Giorno 5, ospedale 1000901, specialità 43, ricoveri 0/2, letti occupati 6/13, coda attesa 0
Giorno 5, ospedale 1000902, specialità 26, ricoveri 1/5, letti occupati 22/57, coda attesa 0
Giorno 5, ospedale 1000902, specialità 4, ricoveri 0/0, letti occupati 1/12, coda attesa 0
Giorno 5, ospedale 1000902, specialità 99, ricoveri 0/0, letti occupati 0/20, coda attesa 0
Giorno 5, ospedale 1000902, specialità 8, ricoveri 1/3, letti occupati 3/11, coda attesa 0
Giorno 5, ospedale 1000902, specialità 37, ricoveri 1/4, letti occupati 7/14, coda attesa 0
Giorno 5, ospedale 1000902, specialità 64, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000902, specialità 50, ricoveri 0/2, letti occupati 2/11, coda attesa 0
Giorno 5, ospedale 1000902, specialità 31, ricoveri 1/4, letti occupati 3/13, coda attesa 0
Giorno 5, ospedale 1000902, specialità 49, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1000902, specialità 39, ricoveri 0/2, letti occupati 1/4, coda attesa 0
Giorno 5, ospedale 1000902, specialità 36, ricoveri 0/3, letti occupati 2/14, coda attesa 0
Giorno 5, ospedale 1000902, specialità 43, ricoveri 0/1, letti occupati 1/9, coda attesa 0
Giorno 5, ospedale 1000902, specialità 38, ricoveri 0/2, letti occupati 0/5, coda attesa 0
Giorno 5, ospedale 1000902, specialità 9, ricoveri 0/2, letti occupati 6/14, coda attesa 0
Giorno 5, ospedale 1001000, specialità 34, ricoveri 2/8, letti occupati 10/78, coda attesa 0
Giorno 5, ospedale 1001000, specialità 2, ricoveri 0/0, letti occupati 0/8, coda attesa 0
Giorno 5, ospedale 1001100, specialità 29, ricoveri 0/2, letti occupati 1/18, coda attesa 0
Giorno 5, ospedale 1001100, specialità 40, ricoveri 1/2, letti occupati 7/17, coda attesa 0
Giorno 5, ospedale 1001100, specialità 20, ricoveri 0/0, letti occupati 4/77, coda attesa 0
Giorno 5, ospedale 1001100, specialità 50, ricoveri 3/4, letti occupati 7/18, coda attesa 0
Giorno 5, ospedale 1001100, specialità 49, ricoveri 0/2, letti occupati 1/9, coda attesa 0
Giorno 5, ospedale 1001100, specialità 14, ricoveri 2/4, letti occupati 5/13, coda attesa 0
Giorno 5, ospedale 1001100, specialità 36, ricoveri 4/5, letti occupati 6/29, coda attesa 0
Giorno 5, ospedale 1001100, specialità 2, ricoveri 0/0, letti occupati 1/55, coda attesa 0
Giorno 5, ospedale 1001100, specialità 38, ricoveri 0/2, letti occupati 1/10, coda attesa 0
Giorno 5, ospedale 1001100, specialità 30, ricoveri 0/2, letti occupati 5/18, coda attesa 0
Giorno 5, ospedale 1001100, specialità 99, ricoveri 0/0, letti occupati 0/119, coda attesa 0
Giorno 5, ospedale 1001100, specialità 32, ricoveri 2/3, letti occupati 5/13, coda attesa 0
Giorno 5, ospedale 1001100, specialità 26, ricoveri 6/20, letti occupati 56/161, coda attesa 0
Giorno 5, ospedale 1001100, specialità 9, ricoveri 1/5, letti occupati 10/35, coda attesa 0
Giorno 5, ospedale 1001100, specialità 67, ricoveri 0/1, letti occupati 0/3, coda attesa 0
Giorno 5, ospedale 1001100, specialità 64, ricoveri 0/0, letti occupati 53/112, coda attesa 0
Giorno 5, ospedale 1001100, specialità 8, ricoveri 1/3, letti occupati 5/17, coda attesa 0
Giorno 5, ospedale 1001100, specialità 21, ricoveri 0/2, letti occupati 3/12, coda attesa 0
Giorno 5, ospedale 1001100, specialità 43, ricoveri 0/5, letti occupati 7/23, coda attesa 0
Giorno 5, ospedale 1001200, specialità 34, ricoveri 0/0, letti occupati 0/10, coda attesa 0
Giorno 5, ospedale 1001200, specialità 56, ricoveri 0/0, letti occupati 1/10, coda attesa 0
Giorno 5, ospedale 1001200, specialità 9, ricoveri 0/0, letti occupati 0/11, coda attesa 0
Giorno 5, ospedale 1001200, specialità 19, ricoveri 0/0, letti occupati 0/13, coda attesa 0
Giorno 5, ospedale 1001200, specialità 37, ricoveri 0/1, letti occupati 0/22, coda attesa 0
Giorno 5, ospedale 1001200, specialità 36, ricoveri 0/0, letti occupati 0/16, coda attesa 0
Giorno 5, ospedale 1001200, specialità 67, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1001200, specialità 26, ricoveri 0/0, letti occupati 0/5, coda attesa 0
Giorno 5, ospedale 1001200, specialità 64, ricoveri 0/0, letti occupati 43/196, coda attesa 0
Giorno 5, ospedale 1001200, specialità 32, ricoveri 0/0, letti occupati 0/6, coda attesa 0
Giorno 5, ospedale 1001200, specialità 12, ricoveri 0/0, letti occupati 0/13, coda attesa 0
Giorno 5, ospedale 1001300, specialità 24, ricoveri 0/3, letti occupati 32/119, coda attesa 0
Giorno 5, ospedale 1001700, specialità 64, ricoveri 0/0, letti occupati 38/235, coda attesa 0
Giorno 5, ospedale 1001700, specialità 39, ricoveri 0/4, letti occupati 7/19, coda attesa 0
Giorno 5, ospedale 1001700, specialità 31, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1001700, specialità 26, ricoveri 8/10, letti occupati 41/93, coda attesa 0
Giorno 5, ospedale 1001700, specialità 62, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 5, ospedale 1001700, specialità 40, ricoveri 0/2, letti occupati 1/9, coda attesa 0
Giorno 5, ospedale 1001700, specialità 29, ricoveri 0/1, letti occupati 2/6, coda attesa 0
Giorno 5, ospedale 1001700, specialità 37, ricoveri 1/7, letti occupati 14/28, coda attesa 0
Giorno 5, ospedale 1001700, specialità 32, ricoveri 1/4, letti occupati 7/27, coda attesa 0
Giorno 5, ospedale 1001700, specialità 50, ricoveri 2/2, letti occupati 6/9, coda attesa 0
Giorno 5, ospedale 1001700, specialità 8, ricoveri 0/3, letti occupati 2/10, coda attesa 0
Giorno 5, ospedale 1001700, specialità 36, ricoveri 0/3, letti occupati 1/17, coda attesa 0
Giorno 5, ospedale 1001700, specialità 43, ricoveri 0/2, letti occupati 0/8, coda attesa 0
Giorno 5, ospedale 1001700, specialità 49, ricoveri 0/2, letti occupati 1/8, coda attesa 0
Giorno 5, ospedale 1001700, specialità 99, ricoveri 0/0, letti occupati 0/7, coda attesa 0
Giorno 5, ospedale 1001700, specialità 9, ricoveri 1/3, letti occupati 7/22, coda attesa 0
Giorno 5, ospedale 1001700, specialità 38, ricoveri 1/1, letti occupati 7/13, coda attesa 0
Giorno 5, ospedale 1001901, specialità 9, ricoveri 0/3, letti occupati 5/20, coda attesa 0
Giorno 5, ospedale 1001901, specialità 34, ricoveri 0/1, letti occupati 0/5, coda attesa 0
Giorno 5, ospedale 1001901, specialità 38, ricoveri 0/1, letti occupati 2/6, coda attesa 0
Giorno 5, ospedale 1001901, specialità 8, ricoveri 1/4, letti occupati 2/12, coda attesa 0
Giorno 5, ospedale 1001901, specialità 26, ricoveri 5/8, letti occupati 17/59, coda attesa 0
Giorno 5, ospedale 1001901, specialità 29, ricoveri 0/2, letti occupati 7/12, coda attesa 0
Giorno 5, ospedale 1001901, specialità 39, ricoveri 2/5, letti occupati 7/13, coda attesa 0
Giorno 5, ospedale 1001901, specialità 36, ricoveri 0/4, letti occupati 2/28, coda attesa 0
Giorno 5, ospedale 1001901, specialità 37, ricoveri 4/9, letti occupati 7/24, coda attesa 0
Giorno 5, ospedale 1001901, specialità 32, ricoveri 1/5, letti occupati 10/21, coda attesa 0
Giorno 5, ospedale 1001901, specialità 99, ricoveri 0/0, letti occupati 0/12, coda attesa 0
Giorno 5, ospedale 1001901, specialità 49, ricoveri 0/2, letti occupati 0/8, coda attesa 0
Giorno 5, ospedale 1001901, specialità 43, ricoveri 0/2, letti occupati 4/14, coda attesa 0
Giorno 5, ospedale 1001901, specialità 50, ricoveri 1/4, letti occupati 5/15, coda attesa 0
Giorno 5, ospedale 1001901, specialità 2, ricoveri 0/2, letti occupati 3/38, coda attesa 0
Giorno 5, ospedale 1001901, specialità 62, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1001901, specialità 40, ricoveri 1/3, letti occupati 5/17, coda attesa 0
Giorno 5, ospedale 1001903, specialità 43, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1001903, specialità 50, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1001903, specialità 36, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1001903, specialità 26, ricoveri 5/6, letti occupati 17/51, coda attesa 0
Giorno 5, ospedale 1001903, specialità 60, ricoveri 0/1, letti occupati 5/25, coda attesa 0
Giorno 5, ospedale 1001903, specialità 99, ricoveri 0/0, letti occupati 0/9, coda attesa 0
Giorno 5, ospedale 1001903, specialità 8, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1001903, specialità 32, ricoveri 0/1, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1001903, specialità 56, ricoveri 0/1, letti occupati 8/28, coda attesa 0
Giorno 5, ospedale 1001903, specialità 2, ricoveri 0/1, letti occupati 52/319, coda attesa 0
Giorno 5, ospedale 1001903, specialità 38, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1002301, specialità 37, ricoveri 2/3, letti occupati 4/16, coda attesa 0
Giorno 5, ospedale 1002301, specialità 50, ricoveri 0/2, letti occupati 0/11, coda attesa 0
Giorno 5, ospedale 1002301, specialità 8, ricoveri 1/4, letti occupati 4/14, coda attesa 0
Giorno 5, ospedale 1002301, specialità 39, ricoveri 0/4, letti occupati 7/13, coda attesa 0
Giorno 5, ospedale 1002301, specialità 9, ricoveri 2/5, letti occupati 10/29, coda attesa 0
Giorno 5, ospedale 1002301, specialità 40, ricoveri 1/2, letti occupati 4/14, coda attesa 0
Giorno 5, ospedale 1002301, specialità 21, ricoveri 0/1, letti occupati 0/4, coda attesa 0
Giorno 5, ospedale 1002301, specialità 18, ricoveri 0/0, letti occupati 17/149, coda attesa 0
Giorno 5, ospedale 1002301, specialità 34, ricoveri 0/1, letti occupati 1/11, coda attesa 0
Giorno 5, ospedale 1002301, specialità 43, ricoveri 1/2, letti occupati 2/20, coda attesa 0
Giorno 5, ospedale 1002301, specialità 32, ricoveri 1/5, letti occupati 9/33, coda attesa 0
Giorno 5, ospedale 1002301, specialità 19, ricoveri 0/0, letti occupati 2/53, coda attesa 0
Giorno 5, ospedale 1002301, specialità 64, ricoveri 0/2, letti occupati 50/175, coda attesa 0
Giorno 5, ospedale 1002301, specialità 49, ricoveri 0/1, letti occupati 0/10, coda attesa 0
Giorno 5, ospedale 1002301, specialità 26, ricoveri 3/6, letti occupati 16/49, coda attesa 0
Giorno 5, ospedale 1002301, specialità 29, ricoveri 0/2, letti occupati 1/84, coda attesa 0
Giorno 5, ospedale 1002301, specialità 31, ricoveri 1/4, letti occupati 3/8, coda attesa 0
Giorno 5, ospedale 1002301, specialità 38, ricoveri 0/1, letti occupati 0/9, coda attesa 0
Giorno 5, ospedale 1002301, specialità 33, ricoveri 0/0, letti occupati 0/2, coda attesa 0
Giorno 5, ospedale 1002301, specialità 36, ricoveri 4/5, letti occupati 8/32, coda attesa 0
Giorno 5, ospedale 1002302, specialità 2, ricoveri 0/0, letti occupati 1/67, coda attesa 0
Giorno 5, ospedale 1002302, specialità 50, ricoveri 0/1, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1002302, specialità 37, ricoveri 0/7, letti occupati 8/24, coda attesa 0
Giorno 5, ospedale 1002302, specialità 29, ricoveri 0/0, letti occupati 0/1, coda attesa 0
Giorno 5, ospedale 1002302, specialità 26, ricoveri 1/5, letti occupati 9/25, coda attesa 0
Giorno 5, ospedale 1002302, specialità 9, ricoveri 0/3, letti occupati 2/20, coda attesa 0
